vOTU_ID	Donor01	Donor09	Donor02	Donor03	Donor13	Donor24	Donor27	Donor34	DonorNo_Ref_11	Donor17	Donor16	Donor06	Donor18	Donor20	Donor23	Donor25	Donor12	Donor22	Donor28	Donor08	Donor14	n_shared_donor
vOTU_5961	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.5808 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5962	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0087 +/-0.005	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5963	nD	nD	0.0073 +/-0	nD	nD	nD	nD	0.0217 +/-0	nD	0.047 +/-0.0601	0.0147 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	0.0059 +/-0	0.0021 +/-0	6
vOTU_5964	nD	0.0032 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-0.0026	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5965	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0213 +/-0.0177	0.0077 +/-0.0027	nD	nD	2
vOTU_5966	nD	nD	0.0355 +/-0.0064	nD	0.0496 +/-0.0577	0.0039 +/-0.0037	0.1521 +/-0.1998	0.396 +/-0.3411	0.0273 +/-0.0144	nD	nD	0.0209 +/-0	nD	0.0798 +/-0.1086	0.0012 +/-0	0.0626 +/-0.0575	0.2341 +/-0.2038	nD	0.0516 +/-0.0703	0.0218 +/-0.0315	0.0996 +/-0.1423	14
vOTU_5967	nD	nD	nD	nD	nD	0.022 +/-0.0311	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0116 +/-0.0075	nD	nD	nD	nD	nD	2
vOTU_5968	nD	nD	nD	nD	nD	0.0246 +/-0.047	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5969	nD	nD	nD	nD	nD	nD	0.1557 +/-0.1122	0.0418 +/-0	0.1861 +/-0.2334	nD	nD	0.0071 +/-0.0017	nD	nD	nD	0.015 +/-0.0165	nD	nD	nD	nD	nD	5
vOTU_5970	nD	nD	nD	nD	nD	nD	0.6527 +/-0.8136	0.0221 +/-0.0206	0.0924 +/-0.1444	nD	nD	0.0051 +/-0	nD	nD	nD	nD	nD	0.0398 +/-0	nD	nD	nD	5
vOTU_5971	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0133 +/-0.0133	nD	nD	1
vOTU_5972	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.4994 +/-2.9298	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5973	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1723 +/-0.2062	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5974	nD	nD	0.1434 +/-0	0.0043 +/-0	0.8922 +/-1.2325	0.5219 +/-0	0.1753 +/-0.138	nD	0.0427 +/-0.0194	nD	0.0505 +/-0.0131	0.0197 +/-0.0109	nD	nD	0.0201 +/-0	0.1245 +/-0.1511	0.0179 +/-0	nD	0.0018 +/-0	0.0141 +/-0.0133	0.1621 +/-0	14
vOTU_5975	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.314 +/-0.565	nD	nD	1
vOTU_5976	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0812 +/-0.1079	nD	nD	1
vOTU_5977	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.132 +/-1.4512	nD	nD	1
vOTU_5978	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0106 +/-0.0076	nD	nD	1
vOTU_5979	nD	nD	nD	nD	0.0131 +/-0.0098	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0116 +/-0.0015	2
vOTU_5980	nD	nD	nD	nD	nD	nD	nD	nD	0.1151 +/-0.1098	nD	0.0699 +/-0	0.0314 +/-0.0205	nD	nD	0.0212 +/-0	nD	nD	nD	nD	0.0287 +/-0	nD	5
vOTU_5981	0.0258 +/-0	nD	nD	nD	nD	nD	nD	0.4522 +/-0	nD	nD	nD	nD	nD	nD	0.0132 +/-0	nD	nD	nD	nD	nD	nD	3
vOTU_5982	nD	nD	nD	nD	nD	nD	nD	nD	0.1366 +/-0	nD	0.0494 +/-0	0.0441 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_5983	nD	nD	nD	nD	nD	nD	nD	nD	0.1198 +/-0	nD	0.0803 +/-0	0.02 +/-0.0181	nD	nD	nD	nD	nD	nD	nD	0.0167 +/-0	nD	4
vOTU_5984	nD	nD	0.2164 +/-0.139	nD	nD	nD	nD	nD	nD	nD	0.6986 +/-0.7314	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_5985	nD	nD	nD	nD	nD	nD	nD	nD	0.1117 +/-0	nD	0.091 +/-0	0.0295 +/-0.0239	nD	nD	nD	nD	nD	nD	nD	0.0175 +/-0	nD	4
vOTU_5986	nD	0.0065 +/-0.0042	nD	nD	nD	0.0023 +/-6e-04	nD	0.0072 +/-0.0041	nD	nD	0.0077 +/-0	nD	0.0012 +/-0	nD	nD	nD	nD	nD	0.0079 +/-0	0.0032 +/-0	nD	7
vOTU_5987	nD	nD	nD	0.0039 +/-0	nD	nD	0.0642 +/-0.0847	nD	0.0906 +/-0.1022	nD	0.2233 +/-0	0.0518 +/-0.0384	nD	nD	0.0127 +/-0.0108	nD	nD	nD	nD	0.0231 +/-0.0175	nD	7
vOTU_5988	nD	nD	nD	0.0102 +/-0.0044	nD	nD	nD	nD	0.0544 +/-0	nD	0.0507 +/-0.0591	0.0392 +/-0.0212	nD	nD	0.0256 +/-0.0136	nD	nD	nD	nD	0.0138 +/-0	nD	6
vOTU_5989	nD	0.0069 +/-0.0039	nD	nD	nD	0.0024 +/-0.0011	nD	0.007 +/-0.0048	nD	nD	0.0051 +/-0	nD	0.0017 +/-4e-04	nD	nD	nD	nD	nD	0.0068 +/-0	0.005 +/-8e-04	nD	7
vOTU_5990	nD	nD	nD	nD	0.0258 +/-0.0173	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0415 +/-0.0173	2
vOTU_5991	nD	nD	nD	nD	nD	nD	nD	nD	0.1108 +/-0	0.0179 +/-0	0.0599 +/-0	0.0284 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_5992	nD	0.0074 +/-0	nD	nD	nD	nD	0.0813 +/-0	0.0832 +/-0.0377	0.1226 +/-0.0843	nD	0.3245 +/-0	0.0144 +/-0.0129	nD	nD	0.0583 +/-0.0906	nD	nD	nD	nD	0.0103 +/-0	nD	8
vOTU_5993	nD	0.0507 +/-0	nD	0.004 +/-0	0.0278 +/-0	nD	nD	nD	0.0703 +/-0.079	nD	0.0791 +/-0.0136	0.017 +/-0.0171	nD	nD	nD	nD	0.0072 +/-0	nD	nD	0.0265 +/-0	nD	8
vOTU_5994	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2008 +/-0.3352	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_5995	nD	0.0121 +/-0	nD	nD	nD	nD	0.0743 +/-0	nD	0.1226 +/-0.1017	nD	0.1119 +/-0	0.0194 +/-0.012	nD	nD	0.0156 +/-0	nD	nD	nD	nD	nD	nD	6
vOTU_5996	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0271 +/-0.031	nD	nD	nD	nD	1
vOTU_5997	nD	nD	nD	nD	nD	nD	0.0878 +/-0.0609	nD	0.0222 +/-0.0085	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0541 +/-0.0458	nD	0.0122 +/-0	4
vOTU_5998	nD	nD	nD	nD	nD	nD	0.1002 +/-0	nD	0.0713 +/-0.0609	nD	0.0768 +/-0	0.0261 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_5999	nD	nD	nD	nD	nD	nD	nD	nD	0.0488 +/-0	nD	0.4357 +/-0	nD	nD	nD	0.0516 +/-0.0672	nD	nD	nD	nD	0.0081 +/-0	nD	4
vOTU_6000	nD	nD	nD	nD	nD	nD	nD	0.0209 +/-0	0.0787 +/-0.094	nD	0.0195 +/-0.006	0.0152 +/-0	0.0303 +/-0	0.0077 +/-0	nD	nD	nD	nD	0.0029 +/-0	0.0017 +/-0	0.3856 +/-0	9
vOTU_6001	0.0747 +/-0.0731	0.0259 +/-0.0213	0.0257 +/-0.0258	0.0272 +/-0	nD	nD	0.0403 +/-0.0412	0.0516 +/-0.0165	0.225 +/-0.3367	0.1965 +/-0.1699	nD	0.0259 +/-0.0137	nD	nD	0.0076 +/-0.0067	0.0304 +/-0.0451	nD	0.0522 +/-0.0431	0.0164 +/-0.0109	0.0078 +/-0.0045	0.0048 +/-0	15
vOTU_6002	nD	0.0433 +/-0	nD	nD	nD	nD	nD	nD	0.0407 +/-0.0333	nD	0.0377 +/-0	0.0159 +/-0.0105	nD	nD	nD	nD	0.0088 +/-0	nD	nD	0.0176 +/-0	nD	6
vOTU_6003	nD	nD	nD	nD	nD	0.0024 +/-7e-04	0.0143 +/-0.0055	0.0147 +/-0	nD	nD	nD	0.0119 +/-0	nD	nD	nD	nD	nD	nD	0.0082 +/-0.0034	nD	nD	5
vOTU_6004	0.0828 +/-0.1381	nD	0.0226 +/-0.022	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0083 +/-0.0084	nD	3
vOTU_6005	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0227 +/-0.0177	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_6006	nD	nD	nD	0.0024 +/-0	nD	nD	0.1648 +/-0	0.0621 +/-0	0.0497 +/-0.0454	nD	0.0879 +/-0	0.0214 +/-0.0164	nD	nD	0.005 +/-0	nD	nD	nD	nD	0.019 +/-0	nD	8
vOTU_6007	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0019 +/-0.002	nD	nD	nD	nD	nD	nD	1
vOTU_6008	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0343 +/-0.0096	nD	nD	0.01 +/-0.0124	nD	nD	nD	0.023 +/-0.0199	3
vOTU_6009	nD	0.0059 +/-0	nD	0.0028 +/-0	0.0038 +/-0	0.0014 +/-0	0.1126 +/-0.0998	0.1075 +/-0.1023	0.0596 +/-0.026	0.0166 +/-0	0.1511 +/-0	0.039 +/-0.0331	nD	0.3882 +/-0	0.2606 +/-0.4181	nD	nD	nD	0.0063 +/-0.0011	0.0177 +/-0.0165	0.0027 +/-0	15
vOTU_6010	nD	nD	nD	nD	nD	nD	nD	0.1207 +/-0.12	0.0819 +/-0	nD	0.2736 +/-0	0.0212 +/-0.0165	nD	nD	0.0404 +/-0	nD	0.0026 +/-0	nD	nD	0.0229 +/-0.0146	nD	7
vOTU_6011	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0756 +/-0.1145	nD	nD	1
vOTU_6012	0.0244 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1193 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_6013	0.016 +/-0.0211	nD	0.0132 +/-0	0.0055 +/-0	nD	0.001 +/-0	0.0054 +/-0.0029	0.0081 +/-0.0068	0.0032 +/-0	0.0047 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	8
vOTU_6014	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0613 +/-0	0.0281 +/-0.0391	nD	nD	nD	nD	nD	nD	0.0013 +/-0	0.0037 +/-0.0021	0.0226 +/-0	5
vOTU_6015	0.0322 +/-0.0221	0.0176 +/-0	nD	0.0146 +/-0.0186	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0129 +/-0.0054	0.0038 +/-0	0.0057 +/-0.0065	nD	6
vOTU_6016	nD	nD	nD	nD	0.0995 +/-0.0624	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_6017	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.015 +/-0.009	1
vOTU_6018	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0058 +/-0.0053	1
vOTU_6019	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0135 +/-0.0027	nD	nD	nD	nD	nD	nD	1
vOTU_6020	nD	nD	nD	nD	nD	0.0022 +/-0.001	nD	nD	nD	nD	nD	nD	0.0024 +/-0	0.0392 +/-0	0.0022 +/-0.0018	0.0034 +/-0	0.0015 +/-0	nD	nD	nD	nD	6
vOTU_6021	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0482 +/-0	0.0088 +/-0.0111	nD	nD	nD	nD	nD	2
vOTU_6022	nD	0.0045 +/-0	nD	nD	nD	nD	nD	nD	0.0065 +/-0	nD	nD	nD	0.0046 +/-0.0027	nD	nD	nD	nD	nD	0.0049 +/-0	nD	nD	4
vOTU_6023	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1.1247 +/-1.4296	nD	nD	1
vOTU_6024	nD	nD	nD	nD	nD	nD	nD	nD	0.0608 +/-0	nD	0.0539 +/-0	0.0209 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	3
vOTU_6025	nD	nD	nD	0.0043 +/-0	nD	nD	0.1953 +/-0	0.0138 +/-0	0.075 +/-0.0651	nD	0.0557 +/-0	0.0238 +/-0.0168	nD	nD	nD	nD	nD	nD	nD	0.0277 +/-0	nD	7
vOTU_6026	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0034 +/-7e-04	nD	nD	nD	nD	nD	nD	1
vOTU_6027	nD	nD	nD	0.0047 +/-0	nD	0.0012 +/-0	0.0067 +/-0	0.0249 +/-0.0212	0.1146 +/-0.1225	nD	0.451 +/-0	0.1895 +/-0.274	nD	nD	0.0351 +/-0.0374	nD	nD	nD	nD	0.0329 +/-0.0101	0.1543 +/-0	10
vOTU_6028	nD	nD	nD	nD	nD	nD	0.0288 +/-0	0.0813 +/-0	0.0426 +/-0.0221	nD	0.0759 +/-0	0.0343 +/-0.0204	nD	nD	0.0121 +/-0.0129	nD	nD	nD	nD	0.013 +/-0	nD	7
vOTU_6029	nD	nD	nD	0.0035 +/-0	nD	nD	0.3027 +/-0	nD	0.074 +/-0.0583	0.0091 +/-0	0.1365 +/-0	0.0511 +/-0.0496	nD	nD	0.0338 +/-0	nD	nD	nD	nD	0.0375 +/-0	nD	8
vOTU_6030	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1125 +/-0	nD	nD	nD	nD	nD	nD	1
vOTU_6031	nD	nD	nD	0.0035 +/-0	nD	nD	nD	0.2032 +/-0	0.0812 +/-0.0926	nD	0.0963 +/-0	0.0271 +/-0.0199	nD	nD	nD	nD	nD	nD	nD	0.0081 +/-0	0.1638 +/-0	7
vOTU_6032	nD	nD	nD	0.0058 +/-0.0048	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0199 +/-0.031	nD	nD	2
vOTU_6033	nD	nD	nD	nD	0.0485 +/-0	nD	nD	0.0144 +/-0	0.034 +/-0.0317	0.0085 +/-0	0.1139 +/-0.1437	0.0194 +/-0	2.0065 +/-0	0.0933 +/-0	nD	0.0207 +/-0	0.2428 +/-0	nD	nD	0.0182 +/-0.0197	0.0658 +/-0	12
vOTU_6035	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0315 +/-0.0372	nD	nD	nD	1
vOTU_6036	nD	nD	nD	nD	nD	nD	nD	0.0067 +/-0	0.1693 +/-0	nD	0.0452 +/-0	0.0181 +/-7e-04	nD	nD	nD	nD	nD	nD	nD	nD	0.1952 +/-0	5
vOTU_6037	nD	nD	nD	nD	nD	nD	nD	0.0321 +/-0.0358	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_6038	nD	nD	nD	0.004 +/-0	nD	nD	0.0038 +/-0	nD	0.1174 +/-0.1371	nD	0.1449 +/-0	0.0427 +/-0.0425	nD	nD	0.0257 +/-0.0274	nD	nD	nD	0.0068 +/-0	0.0157 +/-0	0.3271 +/-0	9
vOTU_6039	nD	nD	nD	0.0055 +/-0	nD	nD	nD	0.033 +/-0	0.1012 +/-0.1244	0.061 +/-0	0.0776 +/-0	0.0409 +/-0.0375	nD	nD	0.0103 +/-0	nD	nD	nD	nD	0.0282 +/-0	nD	8
vOTU_6040	nD	nD	nD	0.0089 +/-0	0.0199 +/-0.0137	nD	0.1913 +/-0.2446	0.1905 +/-0.3044	0.0627 +/-0.049	0.0106 +/-0	0.1237 +/-0	0.0793 +/-0.0527	nD	0.4281 +/-0	0.157 +/-0.212	nD	0.0055 +/-0	nD	nD	0.0534 +/-0.0619	nD	12
vOTU_6041	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0697 +/-0.0481	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0106 +/-0.0147	nD	2
vOTU_6042	nD	nD	nD	nD	0.0074 +/-0	nD	nD	nD	0.1289 +/-0	nD	0.0613 +/-0	0.0294 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	4
vOTU_6043	nD	nD	nD	nD	nD	nD	0.0484 +/-0	0.0698 +/-0.072	0.0479 +/-0.0318	nD	0.0817 +/-0	0.0265 +/-0.0174	nD	nD	0.0675 +/-0	nD	nD	nD	nD	0.0106 +/-0	nD	7
vOTU_6044	nD	0.0036 +/-0	nD	0.0156 +/-0	nD	nD	0.0086 +/-0.0036	nD	nD	nD	nD	nD	0.0029 +/-0	0.006 +/-0	0.0016 +/-0.0016	nD	nD	nD	nD	nD	nD	6
vOTU_6045	nD	nD	nD	0.004 +/-0	nD	0.0025 +/-0	0.1111 +/-0	nD	0.0495 +/-0.0361	nD	0.118 +/-0	0.0313 +/-0.0334	nD	nD	0.0648 +/-0.0619	nD	nD	nD	0.0025 +/-0	0.0327 +/-0.0158	nD	9
vOTU_6046	nD	nD	nD	nD	nD	0.0144 +/-0	nD	0.006 +/-0.0032	0.0213 +/-0	0.0148 +/-0	nD	0.7617 +/-0.9911	nD	nD	0.0078 +/-0	0.0128 +/-0	nD	nD	0.0042 +/-0	0.0967 +/-0	0.0131 +/-0.0171	10
vOTU_6047	nD	nD	nD	nD	nD	nD	0.0065 +/-3e-04	nD	nD	0.0099 +/-0	nD	nD	nD	nD	0.0015 +/-0	nD	nD	nD	nD	0.0049 +/-0	nD	4
vOTU_6048	nD	nD	nD	nD	nD	0.0148 +/-0.0172	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_6049	nD	nD	0.0269 +/-0.037	0.0047 +/-0	nD	nD	0.0243 +/-0.0202	nD	0.0226 +/-0.0223	nD	nD	0.0111 +/-0.0025	0.0059 +/-0.0055	0.019 +/-0.0205	nD	nD	nD	nD	nD	nD	0.0018 +/-0	8
vOTU_6050	nD	nD	0.0719 +/-0.0492	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0088 +/-0.0052	nD	nD	nD	0.0078 +/-0.0024	nD	nD	nD	nD	3
vOTU_6051	nD	nD	nD	nD	0.1093 +/-0	0.0152 +/-0	nD	0.0053 +/-0	nD	0.0782 +/-0	nD	0.2416 +/-0.237	nD	nD	0.0031 +/-0.0036	0.0075 +/-0	nD	nD	nD	0.0775 +/-0	0.0059 +/-0	9
vOTU_6052	nD	nD	nD	nD	nD	9e-04 +/-0	nD	nD	nD	0.0195 +/-0.0155	nD	nD	nD	nD	nD	nD	0.1971 +/-0	nD	0.0906 +/-0.0262	nD	0.0175 +/-0	5
vOTU_6053	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1109 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_6054	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0036 +/-0.0024	nD	nD	0.0089 +/-0.0051	nD	nD	nD	2
vOTU_6055	nD	nD	nD	nD	nD	0.0064 +/-0	nD	nD	nD	nD	nD	nD	0.0057 +/-0.0063	nD	nD	nD	nD	0.0106 +/-0	nD	nD	nD	3
vOTU_6056	0.0655 +/-0.0953	nD	nD	nD	nD	0.0049 +/-0.0014	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	2
vOTU_6057	nD	nD	nD	nD	nD	0.038 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_6058	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2452 +/-0	nD	nD	nD	0.1186 +/-0	nD	nD	nD	nD	nD	2
vOTU_6059	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.2993 +/-0.3476	nD	nD	0.0116 +/-0.0093	nD	nD	2
vOTU_6060	nD	nD	nD	nD	nD	nD	nD	0.0028 +/-0	0.0166 +/-0	nD	0.339 +/-0	0.3713 +/-0.5144	nD	nD	0.0031 +/-0	0.0067 +/-0	nD	nD	nD	0.045 +/-0	nD	7
vOTU_6061	nD	nD	nD	0.0038 +/-0	nD	nD	0.2705 +/-0	0.0465 +/-0.038	0.0368 +/-0.0261	nD	0.0716 +/-0	0.0181 +/-0.0078	nD	0.0436 +/-0	0.045 +/-0.0552	nD	nD	nD	nD	0.0219 +/-0	nD	9
vOTU_6062	nD	nD	nD	nD	0.0131 +/-0.0062	0.0044 +/-0.0029	0.0356 +/-0	0.0168 +/-0.0037	0.025 +/-0.0284	nD	nD	nD	nD	nD	nD	0.0067 +/-0.0029	0.0194 +/-0.0141	nD	0.0129 +/-0.0078	0.0636 +/-0.0806	nD	9
vOTU_6063	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0301 +/-0.0422	nD	nD	nD	1
vOTU_6064	nD	0.0389 +/-0	nD	0.0071 +/-0	0.0043 +/-0	nD	nD	0.0283 +/-0	0.0449 +/-0	nD	0.023 +/-0	0.0143 +/-0	nD	nD	nD	nD	0.0034 +/-0	nD	0.0075 +/-0	0.0241 +/-0	nD	10
vOTU_6065	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0168 +/-0.0137	nD	nD	nD	1
vOTU_6066	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0195 +/-0.0162	nD	nD	nD	1
vOTU_6067	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.06 +/-0.0911	nD	nD	nD	1
vOTU_6068	nD	nD	nD	nD	nD	nD	0.2361 +/-0.2372	0.0489 +/-0	0.087 +/-0.115	nD	0.0434 +/-0	0.0249 +/-0	nD	nD	0.0306 +/-0	nD	nD	nD	nD	nD	nD	6
vOTU_6069	nD	nD	nD	nD	nD	0.0784 +/-0.0891	0.0116 +/-0.0102	0.0291 +/-0.0175	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0091 +/-0.0072	nD	4
vOTU_6071	nD	nD	nD	0.0043 +/-0	nD	nD	0.1318 +/-0.1307	nD	0.0801 +/-0.0627	nD	0.0616 +/-0.0769	0.0346 +/-0.044	nD	0.0405 +/-0	0.0738 +/-0.096	nD	nD	nD	0.0033 +/-0	0.0212 +/-0.0154	nD	9
vOTU_6072	nD	nD	nD	0.0042 +/-0	nD	nD	0.1667 +/-0.1755	0.0964 +/-0.0793	0.0441 +/-0.0195	0.0196 +/-0	0.1404 +/-0	0.0485 +/-0.037	nD	0.3364 +/-0	0.2455 +/-0.3379	nD	nD	nD	0.007 +/-0.0053	0.0295 +/-0	0.0033 +/-0	12
vOTU_6073	nD	nD	nD	nD	nD	nD	nD	nD	0.0715 +/-0	nD	0.052 +/-0	0.0178 +/-0	nD	nD	0.0515 +/-0.0642	nD	nD	nD	nD	nD	nD	4
vOTU_6074	nD	nD	12.8774 +/-24.9713	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.1089 +/-0	nD	nD	nD	nD	nD	nD	2
vOTU_6075	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0184 +/-0.001	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	1
vOTU_6076	nD	nD	nD	0.0032 +/-0	nD	nD	0.0754 +/-0	0.0091 +/-0	0.0496 +/-0.0568	nD	0.1334 +/-0	0.0365 +/-0.0331	nD	nD	0.0307 +/-0	0.0686 +/-0	nD	nD	nD	0.0187 +/-0	nD	9
vOTU_6077	nD	0.01 +/-0.0022	nD	nD	nD	nD	0.1014 +/-0.1106	0.0484 +/-0.0344	0.1255 +/-0.1048	nD	nD	0.0341 +/-0.0221	nD	nD	nD	0.0309 +/-0.0493	nD	0.1348 +/-0.1961	0.011 +/-0.0079	0.0048 +/-0	0.0035 +/-0	10
vOTU_6078	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0202 +/-0.0175	nD	nD	nD	1
vOTU_6079	nD	nD	nD	nD	nD	0.0073 +/-0	nD	nD	nD	nD	nD	0.4128 +/-0.5532	nD	nD	0.0025 +/-0.0016	nD	nD	nD	nD	0.0557 +/-0	nD	4
vOTU_6080	0.1371 +/-0.0998	0.0388 +/-0.0408	0.0571 +/-0.0662	0.0769 +/-0	0.003 +/-0	0.0031 +/-0.0034	0.0296 +/-0.0423	0.0641 +/-0.083	0.0966 +/-0.114	0.0241 +/-0.0137	nD	0.0082 +/-0.0044	0.0029 +/-0.0022	0.0065 +/-0.0016	8e-04 +/-1e-04	0.5136 +/-0.8441	0.0084 +/-0.0016	0.0433 +/-0.0387	0.017 +/-0.0238	0.0064 +/-0.0052	nD	19
vOTU_6081	0.2537 +/-0.4051	0.0321 +/-0	nD	0.009 +/-0.0103	0.0108 +/-0.0108	0.0025 +/-9e-04	0.0253 +/-0.0103	0.0541 +/-0.0525	nD	nD	0.014 +/-0.0096	0.035 +/-0.0513	nD	nD	nD	nD	0.015 +/-0	nD	0.0033 +/-0.0013	nD	0.0075 +/-0.006	12
vOTU_6082	nD	nD	nD	nD	0.0147 +/-0.0177	nD	nD	nD	0.0088 +/-0	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.059 +/-0.0566	3
vOTU_6083	nD	nD	nD	nD	nD	nD	nD	nD	0.3912 +/-0.2115	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0146 +/-0	2
vOTU_6084	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0154 +/-0.0085	nD	0.0055 +/-0	nD	nD	nD	nD	nD	0.0279 +/-0	nD	nD	nD	3
vOTU_6085	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	nD	0.0035 +/-3e-04	nD	nD	nD	nD	nD	nD	nD	nD	1
